ACC	ncldv	caudo	ratio
GVOG25479.trim	12.0	0.0	1
GVOG16767.trim	2.0	0.0	1
GVOG16501.trim	3.0	0.0	1
GVOG06834.trim	2.0	0.0	1
GVOG05055.trim	2.0	0.0	1
GVOG01726.trim	4.0	0.0	1
GVOG26992.trim	49.0	0.0	1
GVOG07658.trim	3.0	0.0	1
GVOG01294.trim	3.0	0.0	1
GVOG27097.trim	8.0	1.0	1
GVOG18720.trim	7.0	30.0	1
GVOG18391.trim	2.0	0.0	1
GVOG06807.trim	2.0	0.0	1
GVOG20552.trim	6.0	0.0	1
GVOG22918.trim	9.0	7.0	1
GVOG15297.trim	93.0	4.0	1
GVOG12431.trim	3.0	0.0	1
GVOG06502.trim	2.0	0.0	1
GVOG04316.trim	2.0	0.0	1
GVOG08392.trim	2.0	0.0	1
GVOG16649.trim	4.0	0.0	1
GVOG04397.trim	4.0	0.0	1
GVOG10004.trim	2.0	0.0	1
GVOG19360.trim	9.0	0.0	1
GVOG24911.trim	8.0	0.0	1
GVOG07194.trim	2.0	0.0	1
GVOG11797.trim	9.0	0.0	1
GVOG26446.trim	15.0	0.0	1
GVOG14181.trim	5.0	0.0	1
GVOG19330.trim	31.0	0.0	1
GVOG13974.trim	7.0	0.0	1
GVOG03638.trim	2.0	0.0	1
GVOG04628.trim	2.0	0.0	1
GVOG22262.trim	25.0	0.0	1
GVOG26636.trim	9.0	0.0	1
GVOG28455.trim	38.0	0.0	1
GVOG26429.trim	10.0	1.0	1
GVOG23581.trim	14.0	0.0	1
GVOG15331.trim	6.0	0.0	1
GVOG23467.trim	4.0	0.0	1
GVOG17355.trim	4.0	0.0	1
GVOG01164.trim	10.0	0.0	1
GVOG10246.trim	2.0	1.0	1
GVOG19568.trim	2.0	0.0	1
GVOG15996.trim	2.0	1.0	1
GVOG09567.trim	3.0	8.0	1
GVOG01486.trim	8.0	0.0	1
GVOG06871.trim	2.0	0.0	1
GVOG16239.trim	2.0	0.0	1
GVOG12866.trim	4.0	0.0	1
GVOG08464.trim	2.0	0.0	1
GVOG12657.trim	7.0	0.0	1
GVOG28661.trim	8.0	0.0	1
GVOG27679.trim	11.0	1.0	1
GVOG19572.trim	2.0	0.0	1
GVOG19306.trim	58.0	0.0	1
GVOG18009.trim	2.0	38.0	1
GVOG26620.trim	10.0	0.0	1
GVOG16426.trim	7.0	0.0	1
GVOG08563.trim	2.0	0.0	1
GVOG22139.trim	3.0	0.0	1
GVOG00451.trim	7.0	238.0	0.09071196241416696
GVOG16430.trim	2.0	0.0	1
GVOG08470.trim	2.0	0.0	1
GVOG28037.trim	4.0	0.0	1
GVOG21631.trim	5.0	0.0	1
GVOG25552.trim	13.0	5.0	1
GVOG11918.trim	12.0	2.0	1
GVOG00246.trim	8.0	0.0	1
GVOG25605.trim	67.0	1.0	1
GVOG26662.trim	13.0	0.0	1
GVOG07870.trim	2.0	0.0	1
GVOG07450.trim	2.0	0.0	1
GVOG25524.trim	42.0	0.0	1
GVOG22975.trim	9.0	0.0	1
GVOG06345.trim	5.0	0.0	1
GVOG23175.trim	28.0	0.0	1
GVOG13946.trim	6.0	0.0	1
GVOG24074.trim	4.0	8.0	1
GVOG17714.trim	4.0	0.0	1
GVOG07445.trim	3.0	0.0	1
GVOG21500.trim	5.0	0.0	1
GVOG27502.trim	4.0	0.0	1
GVOG26907.trim	7.0	0.0	1
GVOG03219.trim	22.0	0.0	1
GVOG21092.trim	11.0	0.0	1
GVOG08210.trim	3.0	0.0	1
GVOG09212.trim	2.0	0.0	1
GVOG20950.trim	3.0	0.0	1
GVOG24854.trim	2.0	0.0	1
GVOG08229.trim	4.0	0.0	1
GVOG23841.trim	4.0	0.0	1
GVOG25513.trim	22.0	0.0	1
GVOG22269.trim	5.0	0.0	1
GVOG06011.trim	3.0	0.0	1
GVOG08512.trim	2.0	0.0	1
GVOG24852.trim	6.0	0.0	1
GVOG05389.trim	3.0	0.0	1
GVOG07949.trim	3.0	0.0	1
GVOG25408.trim	5.0	0.0	1
GVOG22838.trim	7.0	0.0	1
GVOG21077.trim	6.0	0.0	1
GVOG17951.trim	2.0	0.0	1
GVOG01485.trim	4.0	0.0	1
GVOG15158.trim	4.0	0.0	1
GVOG25389.trim	121.0	0.0	1
GVOG23154.trim	13.0	0.0	1
GVOG22795.trim	4.0	0.0	1
GVOG21080.trim	10.0	0.0	1
GVOG11094.trim	6.0	2.0	1
GVOG13340.trim	4.0	0.0	1
GVOG17273.trim	16.0	0.0	1
GVOG10338.trim	2.0	0.0	1
GVOG20296.trim	16.0	0.0	1
GVOG09467.trim	3.0	0.0	1
GVOG22020.trim	3.0	0.0	1
GVOG09303.trim	2.0	0.0	1
GVOG26782.trim	13.0	0.0	1
GVOG05711.trim	2.0	0.0	1
GVOG10854.trim	11.0	0.0	1
GVOG22086.trim	7.0	0.0	1
GVOG24022.trim	2.0	0.0	1
GVOG01103.trim	5.0	0.0	1
GVOG22257.trim	24.0	0.0	1
GVOG16235.trim	4.0	0.0	1
GVOG07302.trim	2.0	0.0	1
GVOG00008.trim	66.0	1.0	1
GVOG02477.trim	10.0	0.0	1
GVOG11991.trim	2.0	1.0	1
GVOG00497.trim	11.0	1.0	1
GVOG15396.trim	6.0	0.0	1
GVOG20130.trim	10.0	0.0	1
GVOG06370.trim	2.0	0.0	1
GVOG15035.trim	3.0	0.0	1
GVOG15918.trim	2.0	0.0	1
GVOG08056.trim	2.0	0.0	1
GVOG21619.trim	9.0	0.0	1
GVOG02855.trim	4.0	0.0	1
GVOG08959.trim	2.0	0.0	1
GVOG04823.trim	3.0	0.0	1
GVOG16013.trim	2.0	0.0	1
GVOG17184.trim	6.0	0.0	1
GVOG19043.trim	3.0	0.0	1
GVOG19334.trim	95.0	54.0	1
GVOG26536.trim	3.0	0.0	1
GVOG19757.trim	2.0	0.0	1
GVOG28505.trim	30.0	0.0	1
GVOG27159.trim	6.0	0.0	1
GVOG06107.trim	4.0	0.0	1
GVOG15903.trim	5.0	0.0	1
GVOG11397.trim	3.0	0.0	1
GVOG00478.trim	8.0	0.0	1
GVOG09525.trim	3.0	0.0	1
GVOG00919.trim	18.0	0.0	1
GVOG28317.trim	4.0	0.0	1
GVOG14990.trim	6.0	0.0	1
GVOG19382.trim	2.0	0.0	1
GVOG17667.trim	6.0	0.0	1
GVOG16077.trim	2.0	0.0	1
GVOG22895.trim	6.0	0.0	1
GVOG08781.trim	2.0	0.0	1
GVOG21614.trim	137.0	0.0	1
GVOG20895.trim	12.0	21.0	1
GVOG11127.trim	8.0	0.0	1
GVOG05946.trim	9.0	0.0	1
GVOG10672.trim	5.0	0.0	1
GVOG14123.trim	3.0	0.0	1
GVOG28239.trim	11.0	0.0	1
GVOG14986.trim	7.0	0.0	1
GVOG15166.trim	3.0	10.0	1
GVOG15161.trim	5.0	0.0	1
GVOG00815.trim	7.0	1.0	1
GVOG07041.trim	2.0	0.0	1
GVOG26057.trim	6.0	0.0	1
GVOG00868.trim	6.0	0.0	1
GVOG09615.trim	2.0	0.0	1
GVOG16953.trim	2.0	11.0	1
GVOG01539.trim	4.0	0.0	1
GVOG09533.trim	7.0	0.0	1
GVOG11505.trim	2.0	0.0	1
GVOG01352.trim	3.0	1.0	1
GVOG12863.trim	3.0	0.0	1
GVOG20228.trim	10.0	0.0	1
GVOG07016.trim	8.0	0.0	1
GVOG02894.trim	5.0	0.0	1
GVOG22329.trim	9.0	0.0	1
GVOG13119.trim	2.0	0.0	1
GVOG14330.trim	2.0	0.0	1
GVOG17029.trim	38.0	21.0	1
GVOG16219.trim	2.0	1.0	1
GVOG01534.trim	8.0	0.0	1
GVOG23027.trim	2.0	1.0	1
GVOG21217.trim	15.0	0.0	1
GVOG15586.trim	22.0	4.0	1
GVOG22608.trim	47.0	0.0	1
GVOG21477.trim	6.0	0.0	1
GVOG21868.trim	19.0	0.0	1
GVOG00417.trim	8.0	0.0	1
GVOG00547.trim	8.0	0.0	1
GVOG20899.trim	9.0	0.0	1
GVOG08425.trim	2.0	0.0	1
GVOG04892.trim	4.0	0.0	1
GVOG01135.trim	10.0	0.0	1
GVOG08108.trim	2.0	0.0	1
GVOG12294.trim	5.0	0.0	1
GVOG20275.trim	5.0	0.0	1
GVOG11157.trim	10.0	0.0	1
GVOG13171.trim	3.0	0.0	1
GVOG00208.trim	13.0	0.0	1
GVOG22216.trim	27.0	30.0	1
GVOG22235.trim	12.0	15.0	1
GVOG11740.trim	2.0	0.0	1
GVOG07303.trim	6.0	0.0	1
GVOG04702.trim	2.0	0.0	1
GVOG04081.trim	2.0	0.0	1
GVOG26293.trim	3.0	0.0	1
GVOG28326.trim	43.0	0.0	1
GVOG02438.trim	6.0	0.0	1
GVOG06490.trim	2.0	6.0	1
GVOG24143.trim	6.0	0.0	1
GVOG06863.trim	2.0	0.0	1
GVOG19436.trim	2.0	0.0	1
GVOG03681.trim	2.0	0.0	1
GVOG13218.trim	6.0	0.0	1
GVOG25990.trim	4.0	0.0	1
GVOG15777.trim	5.0	1.0	1
GVOG03940.trim	6.0	1.0	1
GVOG07167.trim	2.0	0.0	1
GVOG05886.trim	5.0	0.0	1
GVOG21259.trim	2.0	0.0	1
GVOG05308.trim	2.0	0.0	1
GVOG07338.trim	4.0	0.0	1
GVOG17587.trim	3.0	7.0	1
GVOG27383.trim	9.0	0.0	1
GVOG28423.trim	4.0	0.0	1
GVOG00081.trim	64.0	1.0	1
GVOG20659.trim	6.0	0.0	1
GVOG01922.trim	3.0	0.0	1
GVOG06962.trim	2.0	0.0	1
GVOG27681.trim	62.0	0.0	1
GVOG19392.trim	2.0	0.0	1
GVOG27510.trim	2.0	1.0	1
GVOG26172.trim	15.0	0.0	1
GVOG17103.trim	17.0	1.0	1
GVOG06722.trim	3.0	0.0	1
GVOG20797.trim	22.0	71.0	0.5124350408314773
GVOG22126.trim	3.0	0.0	1
GVOG17903.trim	2.0	0.0	1
GVOG11393.trim	3.0	0.0	1
GVOG03695.trim	2.0	0.0	1
GVOG24073.trim	6.0	0.0	1
GVOG16744.trim	5.0	1.0	1
GVOG10470.trim	8.0	0.0	1
GVOG14870.trim	3.0	0.0	1
GVOG17878.trim	30.0	0.0	1
GVOG22845.trim	2.0	0.0	1
GVOG10729.trim	7.0	0.0	1
GVOG13210.trim	6.0	0.0	1
GVOG19924.trim	4.0	0.0	1
GVOG18520.trim	3.0	0.0	1
GVOG21727.trim	5.0	0.0	1
GVOG03163.trim	6.0	0.0	1
GVOG16543.trim	4.0	0.0	1
GVOG15621.trim	8.0	0.0	1
GVOG02803.trim	7.0	0.0	1
GVOG17897.trim	37.0	0.0	1
GVOG01327.trim	3.0	0.0	1
GVOG22033.trim	4.0	0.0	1
GVOG13994.trim	7.0	5.0	1
GVOG27959.trim	30.0	38.0	1
GVOG23044.trim	4.0	0.0	1
GVOG11194.trim	2.0	0.0	1
GVOG18123.trim	3.0	0.0	1
GVOG19355.trim	4.0	0.0	1
GVOG25191.trim	26.0	0.0	1
GVOG26706.trim	4.0	0.0	1
GVOG26910.trim	2.0	0.0	1
GVOG28251.trim	8.0	4.0	1
GVOG05810.trim	2.0	0.0	1
GVOG27539.trim	53.0	41.0	1
GVOG02016.trim	5.0	0.0	1
GVOG02160.trim	3.0	0.0	1
GVOG10222.trim	2.0	0.0	1
GVOG10514.trim	6.0	0.0	1
GVOG01418.trim	4.0	0.0	1
GVOG25088.trim	4.0	0.0	1
GVOG14415.trim	4.0	0.0	1
GVOG18458.trim	2.0	0.0	1
GVOG04510.trim	2.0	3.0	1
GVOG24057.trim	6.0	0.0	1
GVOG21061.trim	9.0	1.0	1
GVOG12599.trim	2.0	0.0	1
GVOG03041.trim	24.0	0.0	1
GVOG05202.trim	2.0	0.0	1
GVOG15528.trim	12.0	25.0	1
GVOG24367.trim	5.0	16.0	1
GVOG01467.trim	4.0	0.0	1
GVOG03175.trim	6.0	0.0	1
GVOG14012.trim	4.0	0.0	1
GVOG09631.trim	6.0	0.0	1
GVOG09777.trim	2.0	0.0	1
GVOG09190.trim	2.0	0.0	1
GVOG17473.trim	4.0	0.0	1
GVOG15433.trim	11.0	0.0	1
GVOG12210.trim	4.0	0.0	1
GVOG22930.trim	5.0	0.0	1
GVOG07062.trim	5.0	0.0	1
GVOG19271.trim	19.0	129.0	0.33314704855047156
GVOG16401.trim	268.0	0.0	1
GVOG08508.trim	2.0	1.0	1
GVOG00786.trim	11.0	0.0	1
GVOG04880.trim	3.0	0.0	1
GVOG00523.trim	8.0	6.0	1
GVOG15113.trim	5.0	0.0	1
GVOG17713.trim	10.0	0.0	1
GVOG08058.trim	2.0	0.0	1
GVOG13914.trim	3.0	0.0	1
GVOG25322.trim	5.0	0.0	1
GVOG27091.trim	93.0	0.0	1
GVOG03961.trim	9.0	0.0	1
GVOG09560.trim	3.0	0.0	1
GVOG27034.trim	224.0	0.0	1
GVOG12549.trim	2.0	0.0	1
GVOG09284.trim	2.0	0.0	1
GVOG26845.trim	16.0	0.0	1
GVOG07337.trim	2.0	0.0	1
GVOG24922.trim	4.0	0.0	1
GVOG15957.trim	2.0	0.0	1
GVOG03364.trim	36.0	0.0	1
GVOG11761.trim	6.0	2.0	1
GVOG02667.trim	7.0	0.0	1
GVOG14162.trim	5.0	0.0	1
GVOG10959.trim	6.0	0.0	1
GVOG07454.trim	2.0	0.0	1
GVOG08860.trim	4.0	0.0	1
GVOG19039.trim	4.0	0.0	1
GVOG11821.trim	2.0	0.0	1
GVOG08289.trim	4.0	0.0	1
GVOG01447.trim	3.0	0.0	1
GVOG20351.trim	39.0	0.0	1
GVOG22528.trim	6.0	0.0	1
GVOG07313.trim	5.0	0.0	1
GVOG08766.trim	2.0	0.0	1
GVOG16911.trim	2.0	0.0	1
GVOG21126.trim	9.0	0.0	1
GVOG26554.trim	3.0	0.0	1
GVOG21313.trim	4.0	8.0	1
GVOG27926.trim	4.0	1.0	1
GVOG18832.trim	11.0	0.0	1
GVOG21765.trim	12.0	0.0	1
GVOG04885.trim	2.0	0.0	1
GVOG06055.trim	3.0	0.0	1
GVOG17326.trim	15.0	8.0	1
GVOG18496.trim	2.0	0.0	1
GVOG00290.trim	10.0	0.0	1
GVOG23307.trim	2.0	0.0	1
GVOG17133.trim	13.0	0.0	1
GVOG02457.trim	8.0	0.0	1
GVOG25650.trim	3.0	0.0	1
GVOG09908.trim	3.0	0.0	1
GVOG08006.trim	5.0	0.0	1
GVOG03240.trim	6.0	0.0	1
GVOG02789.trim	25.0	0.0	1
GVOG00928.trim	18.0	0.0	1
GVOG16202.trim	2.0	0.0	1
GVOG16063.trim	3.0	0.0	1
GVOG09193.trim	2.0	0.0	1
GVOG05173.trim	3.0	1.0	1
GVOG22500.trim	23.0	1.0	1
GVOG06598.trim	2.0	0.0	1
GVOG13831.trim	6.0	0.0	1
GVOG27440.trim	8.0	0.0	1
GVOG15521.trim	8.0	0.0	1
GVOG00627.trim	8.0	0.0	1
GVOG10353.trim	5.0	0.0	1
GVOG27794.trim	21.0	0.0	1
GVOG24591.trim	7.0	0.0	1
GVOG24075.trim	8.0	0.0	1
GVOG21694.trim	3.0	2.0	1
GVOG03279.trim	5.0	0.0	1
GVOG04455.trim	5.0	0.0	1
GVOG01703.trim	5.0	0.0	1
GVOG08522.trim	2.0	0.0	1
GVOG14863.trim	35.0	0.0	1
GVOG03158.trim	9.0	6.0	1
GVOG04516.trim	2.0	0.0	1
GVOG14873.trim	4.0	0.0	1
GVOG12662.trim	4.0	0.0	1
GVOG04305.trim	3.0	0.0	1
GVOG28510.trim	12.0	0.0	1
GVOG25629.trim	3.0	0.0	1
GVOG10278.trim	2.0	0.0	1
GVOG19437.trim	8.0	0.0	1
GVOG10448.trim	2.0	0.0	1
GVOG02279.trim	5.0	0.0	1
GVOG19553.trim	3.0	0.0	1
GVOG28537.trim	22.0	0.0	1
GVOG00346.trim	37.0	0.0	1
GVOG09537.trim	3.0	0.0	1
GVOG06654.trim	2.0	0.0	1
GVOG09811.trim	2.0	0.0	1
GVOG18323.trim	3.0	0.0	1
GVOG07448.trim	2.0	0.0	1
GVOG07252.trim	2.0	6.0	1
GVOG13968.trim	7.0	0.0	1
GVOG03761.trim	6.0	1.0	1
GVOG10084.trim	2.0	0.0	1
GVOG19508.trim	4.0	0.0	1
GVOG03017.trim	6.0	0.0	1
GVOG19460.trim	3.0	0.0	1
GVOG15379.trim	285.0	2.0	1
GVOG25137.trim	4.0	1.0	1
GVOG26324.trim	40.0	0.0	1
GVOG21554.trim	11.0	0.0	1
GVOG21521.trim	9.0	0.0	1
GVOG10181.trim	2.0	0.0	1
GVOG10269.trim	2.0	0.0	1
GVOG06936.trim	4.0	0.0	1
GVOG18153.trim	3.0	0.0	1
GVOG25213.trim	5.0	0.0	1
GVOG24413.trim	4.0	0.0	1
GVOG03860.trim	7.0	0.0	1
GVOG05535.trim	3.0	0.0	1
GVOG08153.trim	2.0	0.0	1
GVOG18552.trim	3.0	0.0	1
GVOG16482.trim	3.0	0.0	1
GVOG04950.trim	5.0	6.0	1
GVOG28527.trim	6.0	0.0	1
GVOG24657.trim	3.0	0.0	1
GVOG17657.trim	18.0	0.0	1
GVOG07707.trim	2.0	0.0	1
GVOG02167.trim	2.0	0.0	1
GVOG15046.trim	5.0	0.0	1
GVOG11685.trim	3.0	0.0	1
GVOG15445.trim	39.0	0.0	1
GVOG01146.trim	8.0	0.0	1
GVOG06918.trim	5.0	33.0	1
GVOG16156.trim	8.0	0.0	1
GVOG26034.trim	6.0	0.0	1
GVOG23556.trim	6.0	0.0	1
GVOG18883.trim	5.0	0.0	1
GVOG05972.trim	3.0	0.0	1
GVOG11156.trim	4.0	0.0	1
GVOG18563.trim	2.0	1.0	1
GVOG21513.trim	12.0	56.0	1
GVOG00227.trim	7.0	0.0	1
GVOG03810.trim	3.0	0.0	1
GVOG02440.trim	10.0	0.0	1
GVOG13537.trim	3.0	0.0	1
GVOG19971.trim	25.0	0.0	1
GVOG06505.trim	2.0	0.0	1
GVOG23043.trim	4.0	17.0	1
GVOG27285.trim	54.0	4.0	1
GVOG04573.trim	4.0	0.0	1
GVOG06875.trim	2.0	0.0	1
GVOG16096.trim	2.0	0.0	1
GVOG04386.trim	2.0	0.0	1
GVOG14455.trim	3.0	0.0	1
GVOG02953.trim	7.0	0.0	1
GVOG16508.trim	4.0	0.0	1
GVOG12183.trim	3.0	0.0	1
GVOG03558.trim	12.0	0.0	1
GVOG27810.trim	11.0	0.0	1
GVOG24582.trim	10.0	0.0	1
GVOG20873.trim	9.0	0.0	1
GVOG19613.trim	26.0	0.0	1
GVOG03130.trim	6.0	0.0	1
GVOG19720.trim	2.0	0.0	1
GVOG00668.trim	5.0	0.0	1
GVOG15613.trim	6.0	0.0	1
GVOG08989.trim	4.0	0.0	1
GVOG17295.trim	7.0	2.0	1
GVOG21845.trim	8.0	0.0	1
GVOG03328.trim	12.0	0.0	1
GVOG03100.trim	9.0	0.0	1
GVOG06832.trim	2.0	0.0	1
GVOG20481.trim	7.0	0.0	1
GVOG24243.trim	7.0	0.0	1
GVOG13864.trim	6.0	0.0	1
GVOG18168.trim	3.0	0.0	1
GVOG06016.trim	3.0	0.0	1
GVOG08821.trim	2.0	0.0	1
GVOG09915.trim	2.0	0.0	1
GVOG01998.trim	4.0	1.0	1
GVOG22968.trim	6.0	1.0	1
GVOG26734.trim	3.0	0.0	1
GVOG24649.trim	5.0	0.0	1
GVOG20757.trim	10.0	0.0	1
GVOG18394.trim	3.0	0.0	1
GVOG20990.trim	6.0	0.0	1
GVOG12724.trim	5.0	0.0	1
GVOG03717.trim	2.0	1.0	1
GVOG09326.trim	6.0	1.0	1
GVOG13184.trim	6.0	0.0	1
GVOG14438.trim	3.0	0.0	1
GVOG18202.trim	2.0	0.0	1
GVOG08093.trim	2.0	0.0	1
GVOG02375.trim	23.0	0.0	1
GVOG12379.trim	2.0	0.0	1
GVOG19783.trim	2.0	0.0	1
GVOG25241.trim	70.0	13.0	1
GVOG05703.trim	2.0	0.0	1
GVOG25776.trim	32.0	0.0	1
GVOG10233.trim	2.0	0.0	1
GVOG10641.trim	6.0	0.0	1
GVOG15117.trim	3.0	0.0	1
GVOG00292.trim	27.0	38.0	1
GVOG26891.trim	3.0	0.0	1
GVOG24002.trim	4.0	0.0	1
GVOG01965.trim	4.0	0.0	1
GVOG25851.trim	8.0	0.0	1
GVOG01944.trim	5.0	0.0	1
GVOG23929.trim	2.0	2.0	1
GVOG10687.trim	6.0	0.0	1
GVOG03133.trim	8.0	0.0	1
GVOG25374.trim	3.0	0.0	1
GVOG14568.trim	2.0	0.0	1
GVOG25757.trim	12.0	0.0	1
GVOG22467.trim	19.0	0.0	1
GVOG07181.trim	2.0	0.0	1
GVOG09536.trim	6.0	0.0	1
GVOG21892.trim	141.0	0.0	1
GVOG23266.trim	2.0	0.0	1
GVOG01774.trim	3.0	2.0	1
GVOG00652.trim	7.0	0.0	1
GVOG06597.trim	2.0	0.0	1
GVOG10503.trim	5.0	0.0	1
GVOG12906.trim	2.0	0.0	1
GVOG00915.trim	92.0	102.0	0.7536553524804177
GVOG10154.trim	3.0	0.0	1
GVOG22849.trim	3.0	0.0	1
GVOG27483.trim	70.0	0.0	1
GVOG13556.trim	2.0	0.0	1
GVOG10405.trim	6.0	0.0	1
GVOG20525.trim	4.0	0.0	1
GVOG28013.trim	157.0	0.0	1
GVOG20231.trim	50.0	0.0	1
GVOG15575.trim	5.0	0.0	1
GVOG07820.trim	3.0	0.0	1
GVOG27771.trim	7.0	0.0	1
GVOG19966.trim	26.0	0.0	1
GVOG12973.trim	2.0	0.0	1
GVOG23973.trim	2.0	0.0	1
GVOG21794.trim	5.0	0.0	1
GVOG03568.trim	12.0	3.0	1
GVOG20224.trim	16.0	0.0	1
GVOG18876.trim	3.0	0.0	1
GVOG07914.trim	2.0	0.0	1
GVOG21330.trim	4.0	0.0	1
GVOG13894.trim	3.0	0.0	1
GVOG26232.trim	3.0	0.0	1
GVOG24689.trim	21.0	0.0	1
GVOG06096.trim	6.0	0.0	1
GVOG01333.trim	3.0	0.0	1
GVOG06887.trim	10.0	0.0	1
GVOG22891.trim	11.0	0.0	1
GVOG19558.trim	3.0	0.0	1
GVOG12293.trim	3.0	0.0	1
GVOG01611.trim	3.0	0.0	1
GVOG22664.trim	20.0	0.0	1
GVOG21127.trim	6.0	0.0	1
GVOG08784.trim	2.0	0.0	1
GVOG23990.trim	2.0	0.0	1
GVOG13653.trim	2.0	0.0	1
GVOG17436.trim	3.0	0.0	1
GVOG10061.trim	2.0	0.0	1
GVOG02608.trim	18.0	0.0	1
GVOG26795.trim	3.0	1.0	1
GVOG04078.trim	2.0	0.0	1
GVOG13248.trim	3.0	0.0	1
GVOG27977.trim	3.0	1.0	1
GVOG26227.trim	44.0	0.0	1
GVOG26616.trim	7.0	0.0	1
GVOG11581.trim	3.0	0.0	1
GVOG18048.trim	5.0	0.0	1
GVOG03619.trim	2.0	0.0	1
GVOG26509.trim	2.0	0.0	1
GVOG21492.trim	40.0	186.0	0.42177785246177113
GVOG25013.trim	4.0	0.0	1
GVOG09659.trim	4.0	0.0	1
GVOG26437.trim	12.0	0.0	1
GVOG06035.trim	3.0	0.0	1
GVOG00276.trim	6.0	0.0	1
GVOG20503.trim	2.0	0.0	1
GVOG00748.trim	7.0	0.0	1
GVOG06626.trim	3.0	0.0	1
GVOG21034.trim	6.0	0.0	1
GVOG06551.trim	3.0	0.0	1
GVOG01802.trim	3.0	0.0	1
GVOG07674.trim	2.0	0.0	1
GVOG13910.trim	2.0	0.0	1
GVOG14758.trim	6.0	0.0	1
GVOG10819.trim	10.0	1.0	1
GVOG25551.trim	6.0	0.0	1
GVOG08037.trim	2.0	0.0	1
GVOG21454.trim	2.0	1.0	1
GVOG16284.trim	4.0	0.0	1
GVOG12428.trim	4.0	0.0	1
GVOG15824.trim	2.0	0.0	1
GVOG26014.trim	3.0	6.0	1
GVOG21656.trim	22.0	0.0	1
GVOG19305.trim	21.0	0.0	1
GVOG05235.trim	2.0	0.0	1
GVOG04817.trim	2.0	0.0	1
GVOG13137.trim	2.0	0.0	1
GVOG19338.trim	124.0	0.0	1
GVOG05598.trim	2.0	16.0	1
GVOG09397.trim	3.0	0.0	1
GVOG06121.trim	2.0	0.0	1
GVOG21367.trim	2.0	0.0	1
GVOG27986.trim	9.0	1.0	1
GVOG14951.trim	16.0	0.0	1
GVOG03564.trim	11.0	6.0	1
GVOG07669.trim	2.0	0.0	1
GVOG07868.trim	2.0	1.0	1
GVOG11727.trim	2.0	0.0	1
GVOG07407.trim	2.0	0.0	1
GVOG03359.trim	28.0	6.0	1
GVOG18965.trim	5.0	0.0	1
GVOG13261.trim	2.0	0.0	1
GVOG09674.trim	2.0	1.0	1
GVOG03602.trim	2.0	0.0	1
GVOG24510.trim	2.0	0.0	1
GVOG10564.trim	4.0	0.0	1
GVOG06468.trim	3.0	0.0	1
GVOG18373.trim	3.0	1.0	1
GVOG17185.trim	5.0	0.0	1
GVOG14577.trim	2.0	0.0	1
GVOG18875.trim	4.0	0.0	1
GVOG07154.trim	2.0	0.0	1
GVOG23073.trim	6.0	0.0	1
GVOG07163.trim	2.0	0.0	1
GVOG04859.trim	8.0	0.0	1
GVOG22658.trim	10.0	0.0	1
GVOG08168.trim	3.0	0.0	1
GVOG06837.trim	2.0	0.0	1
GVOG24302.trim	23.0	1.0	1
GVOG16163.trim	12.0	0.0	1
GVOG06630.trim	2.0	0.0	1
GVOG10332.trim	3.0	0.0	1
GVOG24314.trim	275.0	0.0	1
GVOG01701.trim	3.0	1.0	1
GVOG09961.trim	3.0	0.0	1
GVOG20148.trim	12.0	0.0	1
GVOG15011.trim	4.0	0.0	1
GVOG18830.trim	7.0	0.0	1
GVOG01593.trim	3.0	0.0	1
GVOG12192.trim	2.0	1.0	1
GVOG22833.trim	13.0	2.0	1
GVOG12137.trim	3.0	0.0	1
GVOG24964.trim	13.0	20.0	1
GVOG26238.trim	2.0	1.0	1
GVOG02678.trim	6.0	0.0	1
GVOG25222.trim	11.0	0.0	1
GVOG02911.trim	6.0	0.0	1
GVOG18415.trim	5.0	0.0	1
GVOG13935.trim	2.0	1.0	1
GVOG00725.trim	5.0	0.0	1
GVOG04730.trim	2.0	0.0	1
GVOG17343.trim	19.0	0.0	1
GVOG10673.trim	6.0	0.0	1
GVOG04138.trim	2.0	0.0	1
GVOG14001.trim	7.0	0.0	1
GVOG02134.trim	4.0	0.0	1
GVOG11293.trim	2.0	0.0	1
GVOG15180.trim	2.0	0.0	1
GVOG14746.trim	21.0	0.0	1
GVOG27728.trim	8.0	1.0	1
GVOG09285.trim	2.0	0.0	1
GVOG14297.trim	5.0	0.0	1
GVOG20262.trim	11.0	0.0	1
GVOG27733.trim	17.0	1.0	1
GVOG08573.trim	3.0	1.0	1
GVOG15262.trim	30.0	0.0	1
GVOG17796.trim	5.0	0.0	1
GVOG01896.trim	6.0	0.0	1
GVOG17947.trim	5.0	7.0	1
GVOG02341.trim	6.0	0.0	1
GVOG20168.trim	20.0	1.0	1
GVOG07202.trim	4.0	0.0	1
GVOG03118.trim	6.0	0.0	1
GVOG11082.trim	6.0	1.0	1
GVOG02574.trim	6.0	0.0	1
GVOG16481.trim	5.0	0.0	1
GVOG08198.trim	3.0	0.0	1
GVOG22748.trim	5.0	0.0	1
GVOG22689.trim	3.0	0.0	1
GVOG06948.trim	2.0	0.0	1
GVOG15388.trim	6.0	0.0	1
GVOG06376.trim	3.0	0.0	1
GVOG03326.trim	13.0	14.0	1
GVOG18232.trim	4.0	0.0	1
GVOG11040.trim	7.0	1.0	1
GVOG06108.trim	2.0	0.0	1
GVOG15322.trim	6.0	0.0	1
GVOG06616.trim	3.0	1.0	1
GVOG14336.trim	2.0	0.0	1
